,car.twist.twist.linear.x,car.twist.twist.linear.y,ball.RelativePosition.position.x,ball.RelativePosition.position.y,ball.RelativePosition.position.z,ball.angular_velocity.x,ball.angular_velocity.y,ball.angular_velocity.z,ball.linear_acceleration.x,ball.linear_acceleration.y,ball.linear_acceleration.z,ball.RelativeVel.x,ball.RelativeVel.y,ball.RelativeVel.z,ball.EnergySum,controlSignal.cmd.linear.x,controlSignal.cmd.linear.y,controlSignal.cmd.twist.x,controlSignal.cmd.twist.y
0,-0.00013863028257,6.28112334571e-07,-0.0502210569607,-0.037116450757800006,0.045122486757100004,-7.82721975755,-0.5209868373659999,21.1284841853,-6.1844399265400005,-0.41221029348399996,-1.84791973284,0.12582301661457,0.059027857682365424,-0.148908112106,0.4629450428913466,0.0,0.0,0.0,0.0
1,-0.000451996568361,-9.052265223219999e-07,-0.0409533236082,-0.0308134481843,0.0370580466966,12.5939422841,15.2144469867,28.446912376999997,-5.21689680666,2.90063156472,1.25663149781,0.29480678672136096,0.2118877203365223,-0.27653758403400003,0.46730909908155194,0.0,0.0,0.0,0.0
2,3.0227136656400004e-08,1.64610904082e-08,-0.0225633268768,-0.0176759789033,0.0268082921653,25.7341879065,25.4271475259,-27.7706921011,-2.22205747754,3.19392197304,0.786631005458,0.5220601152778633,0.37239879640390955,-0.21748166174800002,0.491984213581784,0.0,0.0,0.0,0.0
3,-0.00010953999966700001,7.24978557488e-07,0.000861551416103,-0.0006367953921779999,0.0225065898872,-38.1832994843,-20.8323264445,-25.2749467446,-4.50167899176,1.0693291412600001,5.665535055149999,0.5515604804166669,0.40025253820544254,-0.174960139844,0.46808063511035786,0.0,0.0,0.0,0.0
4,-0.000363302172756,-3.5799588988600003e-07,0.0128658534092,0.008232335255409999,0.023707487855099997,-39.0106835318,-20.9703621456,22.3689757265,1.3858449301,1.3879727129600001,3.8724460437,0.608619776687756,0.4203298835828899,0.09626030971860002,0.5105140263976703,0.0,0.0,0.0,0.0
5,-0.0004450450808469999,-4.971423214479999e-07,0.033850292907,0.0240566169838,0.0317844194841,20.072773286,21.661980616199997,30.3032879431,4.66178185023,-1.2938515056,-2.19822160844,0.570888491648847,0.42392377720132146,0.153111477486,0.5760213926000186,0.0,0.0,0.0,0.0
6,-0.000102755766233,3.1124609454e-07,0.038098336166300005,0.027328328498900004,0.0345085867425,26.344815956799998,25.466414113200003,15.209099158199999,3.7620887398300003,-2.7167681896299998,-0.9784125967470001,0.46664917279623297,0.3433977794209054,0.28273376279,0.5459950830785048,0.0,0.0,0.0,0.0
7,-0.00018680328804099997,8.895665297790001e-07,0.0479827823034,0.0351526208878,0.0427488295081,11.4758657875,10.5113931711,-19.5035214033,4.49683661769,-4.15585590604,-0.103291267507,0.348085203208041,0.28058148496647023,0.278964579801,0.5577937867703406,0.0,0.0,0.0,0.0
8,-0.000430710597869,-8.47097174882e-07,0.050321596503,0.0370875799104,0.045183757762,6.540567733119999,6.189437477519999,-18.669926111800002,4.50813073461,-4.884470218540001,-0.217010643299,0.215983520874869,0.19075210609517487,0.23414315370299998,0.5117299579152184,0.0,0.0,0.0,0.0
9,-9.43176802046e-08,9.81612254017e-08,0.0553419924565,0.0415657754356,0.0513355267224,0.5213096238620001,-0.08782037376489998,-7.81009554984,5.89139692029,-3.5761715584400005,-0.334414796933,0.046794593137780206,0.0439358843530746,0.08218508832610001,0.508525404191513,0.0,0.0,0.0,0.0
10,-4.50797380427e-05,3.9891706926e-07,0.0555803783588,0.0419130114462,0.0517454497625,0.58157799417,-0.38211091432300004,-2.7116322147000003,6.00456929525,-3.519550973380001,-0.393639457386,0.0221976176844427,0.03412802861703074,0.0339707095029,0.50851114050864,0.0,0.0,0.0,0.0
11,-0.000237578281729,7.389847973e-07,0.053952152013499996,0.041193168214699996,0.0500217717913,-1.82864233848,-3.0560658739499997,15.2894586681,5.503405654219999,-3.90750985949,0.297156049167,-0.010471316482070999,0.0012023954617727,-0.0360712128242,0.49091947686390147,0.0,0.0,0.0,0.0
12,-9.62152355445e-06,1.70858665459e-07,0.0506356830737,0.039053042650900004,0.046406114654,-5.4545349152,-5.625491502719999,18.4647895925,5.058097829069999,-4.216928692190001,0.608587158896,-0.07919454886254555,-0.03045555663756546,-0.07209509616010001,0.46097843380419007,0.0,0.0,0.0,0.0
13,-0.00045717894681099997,-1.0956347239200002e-06,0.042578703134300004,0.0333124346566,0.0388562618657,-28.68059069,-21.259950198800002,1.40085052348,3.05643218043,-4.8506707890800005,-1.64304910557,-0.188764978717189,-0.12238677404227609,-0.207128202599,0.4275477822650942,0.0,0.0,0.0,0.0
14,-0.00029396193961500004,6.211195418550001e-07,0.038998800489800006,0.030635504689700003,0.036049584218199995,-29.84483395,-21.592558870999998,-12.851903554300002,3.7104552649599998,-3.85601610071,-2.8698929326099996,-0.349620944505385,-0.2586411657045419,-0.261527899983,0.4820493752900399,0.0,0.0,0.0,0.0
15,-0.000445445839426,-1.13568338841e-06,0.014796418439400001,0.0121930392339,0.0244017764842,18.6416560933,16.316379632100002,-41.4288555654,4.45175380303,0.8520203568800001,2.46597221533,-0.398758257404574,-0.3169271855986116,-0.267613597302,0.4046714226855132,0.0,0.0,0.0,0.0
16,-6.335680488430001e-08,-4.08891725232e-08,-0.0145241872031,-0.0105544433818,0.0241651022516,4.0732443410800006,4.01287960502,48.8246418945,-6.73154416124,0.017575193744,0.50630344602,-0.5671393380511951,-0.4337710245038275,0.10785084429000001,0.4975360696048369,0.0,0.0,0.0,0.0
